Wall time,Step,Value
1698161546.014622,7,0.7834891080856323
1698161615.4702492,15,0.47802653908729553
1698161680.7993958,23,0.5565412640571594
1698161746.0216618,31,0.4404463768005371
1698161812.5664709,39,0.3468218445777893
1698161878.31048,47,2.175461769104004
1698161944.9060955,55,1.4013140201568604
1698162010.591446,63,0.2600213289260864
1698162073.2283387,71,0.17340484261512756
1698162136.8724535,79,0.4335065186023712
1698162200.9937816,87,0.4332368075847626
1698162265.3004293,95,1.2819032669067383
1698162329.370414,103,0.433233380317688
1698162393.026674,111,0.17331509292125702
1698162457.971797,119,1.5765423774719238
1698162522.156303,127,0.17330560088157654
1698162586.4087865,135,0.5198656320571899
1698162650.6136656,143,1.5984156131744385
1698162714.9415987,151,0.34658658504486084
1698162779.5010982,159,0.2599470615386963
1698162843.3740175,167,0.5198675990104675
1698162907.1999564,175,1.3868290185928345
1698162972.4292693,183,1.606689691543579
1698163037.3430133,191,0.606506884098053
1698163100.8442624,199,0.5198651552200317
1698163164.9627156,207,0.4332246780395508
1698163229.6074357,215,0.17330282926559448
1698163294.3553228,223,0.43322381377220154
1698163358.5104687,231,0.2599397301673889
1698163423.6858656,239,3.256873369216919
1698163488.6535594,247,1.866448998451233
1698163553.047011,255,0.3465799391269684
1698163617.1543682,263,0.3465810716152191
1698163681.6157541,271,0.17329491674900055
1698163746.6356921,279,0.34657835960388184
1698163811.0596654,287,0.6065047383308411
1698163875.4739933,295,0.43322059512138367
1698163939.866595,303,0.25993484258651733
1698164005.0973737,311,1.9126781225204468
1698164069.4664798,319,0.17329220473766327
1698164133.6558533,327,0.43322011828422546
1698164197.862169,335,0.43322625756263733
1698164263.3228571,343,1.6362732648849487
1698164328.1582043,351,0.1733054518699646
1698164392.0096443,359,0.3466229736804962
1698164456.1150901,367,0.5198923945426941
1698164522.7560518,375,1.4024556875228882
1698164585.1703248,383,0.43339553475379944
1698164649.551051,391,0.5237883925437927
1698164713.947034,399,0.34733447432518005
1698164779.0666602,407,0.5204991698265076
1698164840.1201203,415,0.900585412979126
1698164901.547908,423,0.3559696078300476
1698164963.181189,431,0.4402729272842407
1698165025.5451522,439,0.8119041323661804
1698165086.5049467,447,0.2505940794944763
1698165148.3532312,455,0.48580414056777954
1698165209.6130667,463,0.21890054643154144
1698165271.828738,471,0.3522776663303375
1698165333.1349394,479,0.5222498178482056
1698165395.4911723,487,0.7867489457130432
1698165456.5533178,495,0.617546796798706
1698165517.9655297,503,0.5123921036720276
1698165579.9609597,511,0.6167508363723755
1698165641.2146146,519,0.5039113759994507
1698165701.9572375,527,0.6749937534332275
1698165762.9596815,535,0.8329097628593445
1698165824.0837333,543,0.760285496711731
1698165885.0581648,551,0.3001868724822998
1698165946.148692,559,0.26483678817749023
1698166007.5103962,567,0.09240169078111649
1698166068.6686656,575,0.43422573804855347
1698166129.7112706,583,0.5200039744377136
1698166190.8593528,591,0.5199469327926636
1698166251.900936,599,1.6474992036819458
1698166313.216808,607,0.25996026396751404
1698166374.7318325,615,0.4332541227340698
1698166436.5409567,623,1.4345990419387817
1698166497.7152967,631,0.34658095240592957
1698166558.7060583,639,0.34657570719718933
1698166620.3533902,647,0.34657496213912964
1698166681.4036078,655,1.6946704387664795
1698166742.278329,663,0.4332171082496643
1698166804.5078304,671,0.34657368063926697
1698166866.1278362,679,0.43321701884269714
1698166927.385492,687,0.25993025302886963
1698166988.2779832,695,0.17328685522079468
1698167049.6778738,703,2.7972307205200195
1698167110.89801,711,0.43321698904037476
1698167171.9313145,719,2.6227190494537354
1698167233.7381496,727,2.8491406440734863
1698167295.443041,735,0.3465735912322998
1698167356.6755846,743,0.3465735912322998
1698167418.479485,751,0.43321698904037476
1698167480.1857219,759,0.3465735912322998
1698167541.5587173,767,0.25993019342422485
1698167602.9024215,775,0.25993019342422485
1698167664.5831711,783,0.25993019342422485
1698167726.101405,791,0.43321698904037476
1698167787.244813,799,0.25993019342422485
1698167848.5724545,807,3.466259717941284
1698167909.7952332,815,0.3465735912322998
1698167971.2411187,823,0.6931471824645996
1698168032.4437714,831,0.25993019342422485
1698168094.1080756,839,0.3465735912322998
1698168156.603924,847,0.3465735912322998
1698168219.798986,855,0.25993019342422485
1698168282.3368485,863,0.43321698904037476
1698168343.7597475,871,0.3465735912322998
1698168405.5940185,879,3.9357848167419434
1698168466.9038517,887,4.182745456695557
1698168528.8627548,895,4.093100070953369
1698168590.467794,903,0.43321698904037476
1698168651.4543686,911,4.194990158081055
1698168712.595696,919,4.160215377807617
1698168773.999142,927,0.1732867956161499
1698168835.490135,935,4.55281400680542
1698168896.6313386,943,0.3465735912322998
1698168958.4458013,951,0.3465735912322998
1698169020.4599504,959,4.612743377685547
1698169087.4990396,967,0.5198603868484497
1698169149.4572012,975,0.5198603868484497
1698169210.9413798,983,0.43321698904037476
1698169273.1335852,991,8.900527000427246
1698169335.7994385,999,0.25993019342422485
1698169397.1234574,1007,4.670861721038818
1698169458.641114,1015,4.955068588256836
1698169520.217311,1023,0.3465735912322998
1698169581.8076084,1031,7.89809651269066e-17
1698169643.0762844,1039,0.43321698904037476
1698169705.013618,1047,0.25993019342422485
1698169766.7909174,1055,4.811585426330566
1698169828.777903,1063,4.8408613204956055
1698169890.2919934,1071,0.3465735912322998
